Downtime_Minutes,Users_Affected,Transactions,Financial_Loss_INR,Data_Risk_Transactions_Lost
10.0,31210,3098,79490,1763
30.66,48643,4884,130193,1631
28.07,40802,5835,118213,4827
5.0,24817,3581,68097,2286
6.95,38643,4963,103016,2079
29.16,41868,7485,129032,3671
4.12,17431,3082,50689,1977
9.24,43352,3580,106009,1877
54.1,43983,5785,136786,2545
11.88,31731,5317,92095,3124
20.09,40040,7208,120621,2962
84.98,21499,1897,91650,848
7.73,25614,3179,68197,2530
14.81,2596,334,9711,145
27.98,31085,4816,93648,3454
42.24,20046,1995,63791,898
69.58,39261,3691,125995,1577
74.12,21534,3355,91749,1512
44.97,38278,4206,112663,2443
7.78,33410,1690,76354,655
0.75,10971,2091,32429,761
14.52,13490,977,34632,736
4.58,11246,813,27046,255
37.18,48677,8409,150732,4467
32.46,24207,2428,69802,1305
1.35,45299,4494,113146,3756
54.35,15579,2233,62354,1707
8.58,11283,664,27142,402
16.98,19096,1633,49855,960
33.07,28324,1642,74367,1049
16.83,10409,975,29146,501
17.46,16273,2937,50879,2116
2.04,10972,2045,32314,1455
15.4,39900,3846,102050,2479
43.43,32046,2504,90920,837
74.02,27524,1934,96556,727
16.01,22807,2489,61261,805
16.53,4788,832,17095,608
36.38,12954,2304,48400,1351
85.82,37654,2142,125770,1869
9.32,3781,307,10519,267
17.4,21713,1747,55790,1360
47.69,19979,3481,73827,1969
28.22,41724,4941,115650,2420
3.52,6178,650,15935,273
29.64,48730,9428,152670,4143
6.2,45561,8602,134904,7691
21.41,46141,5353,124001,3309
22.59,31456,2178,79171,669
62.67,28041,2121,91495,692
18.62,1516,101,7555,58
9.83,19592,2979,55620,1686
7.88,25525,3400,69155,1847
62.2,33775,4508,114620,3580
5.63,8607,557,20666,402
16.65,13673,2310,42292,841
6.22,28798,3753,77136,1942
44.52,42578,2709,113555,1782
19.29,18418,2984,55993,1580
12.98,38819,7654,118245,3252
13.44,4444,516,13931,349
57.36,31092,2093,94370,1384
24.21,40294,2627,99678,2324
37.96,10093,543,34595,345
68.2,39202,6490,139016,5351
69.6,19106,2944,81967,2559
11.95,9148,1259,26655,706
91.38,22049,3634,105944,1205
0.76,10168,2032,30528,784
14.19,18009,1985,48615,1195
67.84,31435,4899,115305,4094
9.63,34284,3653,88327,2529
9.57,1894,194,6237,81
10.81,27741,4927,81894,3550
28.43,2820,384,15138,321
17.31,6926,471,19806,149
38.92,28880,3192,85860,1422
67.59,39663,6722,140718,2634
33.64,37944,7247,121880,5583
6.86,48330,6870,131908,5735
80.95,6469,705,52879,446
9.22,41412,3635,102397,2940
4.87,44291,5018,114209,3483
2.83,42487,5729,113856,3976
24.86,5926,300,19549,194
3.62,2292,206,5958,67
4.48,20020,3017,55599,2601
10.7,48118,7265,134311,3730
9.92,23783,3518,66719,2749
27.81,25792,4964,83736,3901
50.91,35188,4760,112336,4186
42.98,24355,2203,73814,1092
9.13,17017,2922,50024,2625
8.44,9509,1030,25394,494
101.26,15629,1342,88914,766
0.25,14895,1988,39736,1438
63.54,11280,1053,53148,413
6.68,48238,5278,123730,2426
88.29,21835,3362,101956,2477
12.57,18463,3681,57559,3256
17.41,18560,2722,54363,2013
36.84,44136,4037,119637,3299
26.58,10236,650,30572,209
11.48,11391,1188,30666,767
24.21,39109,2068,94514,1754
39.36,12649,1514,45214,1074
1.3,12121,1805,33340,1274
0.34,4214,534,11107,225
18.38,47215,8488,140809,6932
4.24,2684,333,7469,272
32.75,9840,1174,34921,784
7.23,34356,3313,86248,1841
17.01,20143,3537,61479,2810
6.61,30843,5722,91145,3313
23.85,13419,2639,45858,2094
3.7,33095,6525,99170,3855
0.7,20955,4129,62584,2675
1.57,5342,837,14967,626
92.54,46269,6218,168140,2854
4.6,24107,1828,57848,819
36.98,29507,4870,94607,3412
2.11,14950,2395,42028,2089
3.43,21412,3776,62022,2143
21.33,14194,1694,41784,1421
18.76,49045,9017,147236,5508
90.84,40183,6340,155352,5606
86.92,48614,3678,156138,2851
45.37,13088,1060,46756,864
27.65,13298,2289,45309,1620
18.21,798,90,5930,73
13.21,537,46,3704,30
88.17,22303,2528,98643,1618
27.71,16095,1194,45452,984
25.96,39048,7175,120583,2217
7.92,9976,605,24090,355
1.43,18637,1919,46954,1577
87.12,13002,1736,75339,725
11.29,22859,4138,68305,3619
17.53,27590,4613,81915,3433
3.65,21620,1153,49354,873
54.41,5378,934,35491,653
0.84,33827,4929,92337,2802
53.87,10131,709,43577,408
4.53,24953,3558,68178,2858
65.3,20704,3575,85664,1370
39.25,40455,5676,121587,3480
5.4,26019,5200,78665,2527
25.03,21254,2679,62163,2385
11.25,9006,1359,26693,410
5.89,14398,871,33865,294
58.81,42565,7320,144279,6444
15.5,1447,207,6980,129
15.25,5108,685,16619,262
5.59,24653,3853,69231,2193
14.49,27118,3635,75168,1794
61.58,4968,819,38194,693
13.54,31005,4264,85819,3038
90.85,4060,519,54011,196
87.74,10044,705,64702,438
4.7,2605,314,7288,119
5.86,23859,3119,64021,2180
59.56,18221,2618,72515,1927
14.96,45229,5354,120122,3412
0.13,48711,3507,114959,3084
9.6,19163,1390,46763,1204
27.31,31659,5006,95484,2120
48.17,5860,874,32807,262
4.29,41971,3732,103047,2603
3.51,13181,1540,34391,901
76.57,48653,4672,154165,2339
41.73,33226,2563,92744,2178
26.73,31061,3072,84392,2725
43.98,38821,3470,109577,2978
16.8,33944,2116,81911,1269
42.62,14188,1783,51203,1287
13.95,7336,862,21586,347
8.4,38539,6057,108579,5272
39.17,22248,3182,72663,1496
16.32,37842,3841,98186,1596
119.5,36395,4529,160752,1522
12.9,45160,5889,122081,3711
76.43,42664,8005,158760,6956
81.08,33943,6695,137861,2553
8.31,20532,3538,59950,1317
48.02,16812,2258,61550,1046
17.03,14533,2749,46323,1922
74.86,27908,2141,98904,1346
17.94,36345,5614,104559,2008
40.91,39992,4761,116873,2691
18.88,17486,1253,45337,426
7.76,25252,1547,59318,1254
6.67,25002,3053,66130,1112
16.62,32762,2812,82973,1638
42.26,14802,1296,49817,785
27.87,35689,3498,96225,2162
35.0,42525,6708,128944,4464
9.95,44285,3304,106659,2382
19.7,26957,4249,79531,1285
1.36,45807,7668,130033,2442
51.04,18864,2625,69082,1750
137.83,8786,765,102306,313
15.67,2516,145,8858,115
0.33,25829,2871,66022,1942
5.58,32771,5804,95221,5155
31.71,2242,146,14143,107
28.41,19872,3213,63379,1138
46.52,25477,3061,82121,1232
8.79,43102,7966,127336,2612
43.27,307,31,15000,23
34.94,10946,1704,40738,640
11.69,41532,6687,118498,4669
23.66,21611,1724,57594,1091
4.78,24811,1829,59289,1243
18.08,48114,3074,115440,1860
63.91,37224,5778,128883,1778
16.4,25846,3417,72098,1544
54.9,6124,385,34509,319
26.77,30492,2934,82578,2516
6.39,40473,2887,96188,1034
26.1,34304,2192,86236,1910
21.16,44631,4231,115282,2971
15.26,22859,1473,56062,1257
3.82,26824,2388,65961,1291
16.17,45872,6096,125475,2200
2.27,41566,5575,111177,2684
3.12,10897,819,26164,584
16.13,25121,1975,63356,1534
10.93,35649,6354,104875,2097
77.93,33311,2499,113512,1479
14.13,49369,2807,115429,950
42.55,42600,3694,117546,3022
22.67,43830,5981,122960,3503
36.53,33434,1707,86442,1449
9.04,20086,3971,61385,1378
85.37,18420,1557,84064,775
22.66,37051,3175,95369,2241
53.39,40794,6559,133890,3123
13.63,42712,3725,106563,2998
3.17,38669,4231,98774,3774
33.6,46664,6140,133765,2878
0.23,16121,858,36537,443
19.35,21299,3739,65548,3291
6.43,5600,710,15564,365
29.62,29766,2885,82015,1827
116.5,5502,605,76903,460
18.73,23471,1370,57845,771
51.03,37649,5937,123209,3108
21.27,35554,4654,99281,2780
20.55,15615,2921,50491,2242
79.96,17687,2115,81699,1030
66.21,37924,6608,135824,3373
46.23,43997,3442,120918,1423
10.54,7157,418,18114,301
23.62,12199,2345,41864,1969
7.6,48723,4314,120064,1774
17.61,46446,8129,137230,2607
19.86,22197,1966,58649,1039
53.45,5283,387,32039,211
67.91,20563,3287,85541,2259
16.06,49194,8203,142622,2882
0.54,31160,5501,89844,4361
59.37,16796,3018,71552,1944
5.74,8454,1035,22771,649
29.18,18012,1981,53808,970
0.76,45448,7391,127884,3837
15.3,29461,3989,81859,1329
127.98,21980,4281,137752,3220
3.18,42625,4534,108204,3005
16.53,15860,895,39556,792
11.01,4868,673,14927,344
70.64,24051,2477,90175,1733
61.05,33266,3373,107250,2872
8.14,48112,6479,129780,4710
2.54,17531,3300,51764,1069
29.6,18426,1659,53197,1127
12.3,27806,2973,72634,1864
33.45,33107,6081,106292,3646
0.98,27034,4981,79021,3147
4.3,39332,3350,95859,1930
34.79,33539,5230,103486,3739
7.16,32324,3631,83761,1121
58.47,24403,4646,94391,1919
1.81,35329,5646,99009,2931
7.28,28069,3484,74540,1991
196.3,20632,3561,196582,1347
17.03,33955,6780,105322,5370
36.42,6876,804,28760,689
6.05,9434,1000,24612,750
28.24,37992,5358,110276,4593
38.85,28584,4357,91060,3250
11.33,28931,4503,82283,2542
52.96,45019,5448,136551,2919
27.75,49393,4931,130748,1971
14.79,49648,8603,145153,3027
24.47,23765,4604,76601,1987
25.79,29305,5263,91475,3259
5.43,7154,1089,20385,414
15.46,43568,4532,112835,3946
12.62,1128,161,5303,69
15.37,10468,682,27358,545
42.95,21535,2801,71150,2216
19.76,17154,2867,53036,1102
84.56,48990,4294,158329,3119
10.43,37462,4691,100063,3726
16.12,14711,897,37143,745
46.39,13494,2371,54640,2068
23.69,34723,3560,93011,3054
23.76,49187,6754,137933,3287
1.64,30848,3293,78266,1516
15.25,31824,4443,88842,2392
9.47,47853,7734,135833,4478
219.48,43138,4271,270206,1880
11.06,26682,3412,72263,1199
64.75,13697,2317,65032,1607
33.83,9980,1528,37439,618
12.51,20915,1224,50161,1039
23.53,17053,2307,51346,1090
55.08,22940,2441,78522,1021
64.46,12986,2029,61994,845
5.24,12066,633,27897,299
12.45,25540,2543,65990,1696
12.25,6614,416,17451,368
1.29,37768,7103,111124,4203
27.36,45469,8251,139347,5444
57.89,49279,9619,168677,7748
14.42,48169,7057,134360,3531
40.42,5449,932,28405,380
29.64,1129,160,11127,89
14.13,6716,831,20243,408
4.56,34864,6103,100730,5002
37.07,25924,4314,84701,3825
57.84,26812,4289,97063,3058
34.74,48561,8939,152053,6188
0.54,18571,3515,54736,2560
7.31,25356,2961,66505,1719
2.16,33242,3072,82002,2080
25.35,44429,5632,123398,1930
42.38,3145,201,21087,119
3.52,14828,2828,44125,1412
54.67,29813,5890,109285,1954
24.32,13938,2061,44179,1291
35.13,22759,3685,74354,1902
106.63,38817,3825,151814,2502
2.62,33673,6059,97853,3683
69.45,6452,1193,47805,555
4.04,39338,2420,91182,1510
14.97,23130,1612,57217,849
57.2,33146,2954,102693,2518
71.02,1505,234,34102,122
21.18,41847,3243,104782,1051
27.05,7250,601,24539,455
36.95,29723,3188,86614,2799
53.65,17816,2525,67905,1014
3.89,8165,1603,24728,1416
49.83,12664,2122,53527,1422
19.69,19631,2625,56756,2122
17.97,40860,2345,97253,1368
16.54,3549,452,12722,304
21.35,33300,2684,84953,2159
87.04,33877,3218,124446,2862
23.84,7379,646,23806,265
91.84,44909,4585,156750,3847
5.96,5291,313,12875,219
38.64,8608,1175,35098,1020
50.18,48248,2743,127982,1346
34.1,5407,806,24801,359
28.01,4316,688,19485,357
24.96,1465,180,10064,149
59.18,39664,6631,135248,3817
51.72,9227,1800,46051,1567
3.91,20002,2020,50491,899
56.63,44847,6405,143028,2769
16.04,35636,3512,92042,2483
8.78,595,69,2835,32
61.15,3692,196,32275,73
16.97,2332,142,8869,74
49.56,40916,6940,133979,3190
9.17,19419,1378,47116,754
0.12,14767,2287,40971,942
20.52,13100,2047,41083,1789
3.17,6819,1359,20714,1061
42.12,4545,701,26262,563
9.69,48041,3329,114235,1593
17.59,35235,5073,99523,4129
2.73,10876,1398,28967,914
10.13,39423,7396,117438,2470
45.63,17389,2669,63533,1046
4.93,11519,1471,30940,834
31.25,8000,1149,30480,616
74.82,26503,3088,100806,2399
34.17,28398,3585,84707,2954
49.98,27256,4316,93761,3534
3.46,37465,2313,86816,1214
8.66,24137,3434,66718,2340
67.48,46333,2929,135028,1752
37.67,5109,910,26327,758
30.61,7335,1403,30153,1169
32.7,26191,4374,83600,1453
16.04,40826,6438,117055,4141
1.37,38156,7309,112936,4400
46.04,47182,3905,129506,2976
34.06,45866,3867,121007,1614
19.21,39004,4764,106036,3415
69.01,11295,577,54136,428
12.29,39474,7687,119537,2429
10.46,26348,1444,61606,806
61.86,26326,3670,95328,3256
47.83,20879,2152,69059,1033
21.71,10766,704,30108,584
4.2,20479,1099,46883,716
7.26,31809,2842,78807,1358
32.03,49003,3234,123241,2592
14.59,42950,8205,129710,7338
54.32,41366,3587,120686,2673
89.84,30918,1982,114326,667
49.14,40637,6723,132112,2228
14.22,31049,3481,82184,2070
46.63,47854,8448,153870,2565
12.99,25953,4561,77051,3218
5.49,34295,6819,103327,2112
1.02,22097,3769,63090,3331
14.62,35970,2953,89499,2446
70.16,34214,4720,121414,3725
8.19,41688,5375,111423,4232
6.94,29971,3783,79771,3028
105.02,2061,194,58902,108
0.76,37480,3055,90268,2367
46.22,42607,6712,134486,3492
11.63,5790,377,15448,305
1.15,15268,877,34982,588
74.96,45975,4927,149034,2537
4.51,5558,898,16085,671
24.07,27042,4875,84365,2172
9.61,10133,1327,28390,1166
2.02,8147,1433,23602,1001
1.54,5002,269,11444,145
3.68,1596,188,4485,118
2.22,27764,1943,65408,1442
42.88,42303,5812,127707,4524
19.94,4682,880,18216,778
12.6,29582,1511,68954,642
16.26,34911,5244,99319,3160
79.33,36244,6119,138411,2171
72.49,41576,6721,147616,2348
37.73,31972,1693,83996,613
64.8,17318,1317,67303,600
11.55,17107,1097,41662,787
14.39,20466,1285,50087,1049
28.54,29927,4774,91345,2681
29.32,47759,5431,130609,3438
19.72,38308,6080,111393,2576
15.36,33364,3473,87102,2690
128.45,31707,2142,146913,1784
51.63,27105,4276,94140,2528
17.13,43323,6234,121359,2471
38.98,31575,2113,85883,640
9.42,17026,3212,51558,1997
3.17,33783,3254,84117,1947
13.04,18285,2710,52473,2318
15.47,11374,623,28906,200
0.5,49333,5745,127408,2236
50.59,46149,8983,155203,3760
13.35,34047,6229,101678,3913
26.05,43315,3603,111294,1696
2.31,34939,6354,101823,2690
5.77,41866,3933,104090,2393
66.13,27414,4875,106094,1581
28.15,49583,7902,146142,6994
90.04,46741,4805,160228,3923
200.54,40013,7467,259354,3458
13.95,42594,5230,113943,2623
10.65,30388,2967,77348,1327
58.63,47444,4362,139146,3738
197.38,25992,4960,215440,3431
29.8,25782,4222,80807,2586
47.56,1689,173,20644,104
45.66,30909,2723,90861,1087
13.17,18970,1550,48079,1360
25.62,8779,760,27841,645
53.7,8903,593,40448,516
34.95,48158,5909,136193,2804
0.64,42457,2384,96859,1396
12.32,40082,2073,92690,1267
4.68,43253,6172,117872,3664
7.96,27750,1755,65397,546
70.77,48757,8619,170377,6894
1.13,9629,635,22492,474
7.45,29098,3823,78326,2235
11.11,48191,7292,134694,3357
28.78,48308,4075,124711,2775
22.91,10492,1922,36078,736
7.39,37365,4566,98563,4101
5.38,4683,455,12265,170
8.11,26790,4960,79534,1661
20.95,10428,1864,34969,1244
9.49,21738,3400,61937,1965
88.47,16338,1528,81920,1117
18.7,39213,4255,103744,1603
1.82,23055,3538,63922,1833
39.2,21782,1694,64304,1017
11.96,47542,5907,126687,3356
31.8,16562,2660,55388,1728
9.84,5752,855,17321,308
25.37,16861,2663,53426,1603
44.37,49416,9082,159020,5747
78.94,30335,5922,125345,4907
9.08,24451,2903,64784,1865
12.23,11276,665,28016,417
18.72,38809,6797,115653,5350
78.59,34014,2302,114373,780
69.5,48826,4048,146859,2788
2.83,48429,7166,132925,5640
4.24,25739,4166,72745,1486
20.53,2316,357,11066,280
3.38,48297,5591,124860,4317
12.72,27515,5164,83118,1552
4.82,32757,5726,94672,2563
30.32,38317,5730,113632,2239
89.57,17947,2084,88699,1264
171.72,18000,2152,159276,1825
14.11,11342,866,29664,572
27.41,31173,5204,95543,3440
58.19,37291,6708,130318,2506
3.75,47701,8304,137284,5811
35.09,18010,2378,58304,1980
15.77,28286,4969,84548,2770
6.93,15078,2541,43772,1801
15.46,13706,2396,42432,1142
2.37,32131,6339,96139,2924
35.66,7521,1289,32135,529
8.74,2648,239,7783,106
11.19,7352,1272,22936,643
3.87,47724,5075,121203,3248
60.0,12949,1650,57385,1267
20.4,4708,797,18009,377
25.47,25191,2456,69088,984
25.28,46695,2517,112330,1434
15.85,6845,1079,22241,834
6.42,35930,6658,105962,3552
41.01,38149,7217,125514,6119
4.08,37630,6390,107621,2867
3.29,30322,5769,89787,4355
37.15,9740,1685,39227,978
7.03,33834,1844,77819,671
10.99,22178,2272,57538,1064
19.34,32975,3311,86758,2698
17.9,23665,1961,60921,595
36.99,44154,7492,137016,5647
29.3,41682,5335,117968,4197
31.02,609,106,10385,39
37.56,6915,969,30183,850
10.39,42124,5838,115111,4806
11.67,48883,5260,126060,2141
17.29,42498,7158,124379,3184
11.02,36739,5601,103312,4430
125.87,32508,3277,152006,2057
50.47,48821,9717,164153,8293
5.4,22992,2745,60335,2436
0.17,13376,1304,33275,659
1.31,40032,6131,110794,2196
8.39,3600,300,9915,216
3.64,12646,2207,36674,1884
22.86,40626,6177,117603,2464
58.56,15142,2733,66353,2435
40.04,38938,3868,109883,1614
7.29,38253,6815,111564,2397
15.29,329,41,3852,24
21.27,24825,1461,61860,1144
49.85,33777,2672,98514,1369
54.81,11820,976,48810,487
72.14,31979,5282,121007,2209
21.35,17118,1377,46054,1227
35.55,31218,4192,93995,2117
3.56,4817,712,13529,498
24.99,18674,3101,59100,1176
8.58,13335,2234,39096,1273
16.95,5289,833,18233,647
30.16,21423,1756,59906,1549
8.91,23565,3099,63955,1259
1.61,36342,3398,89775,1212
0.31,12072,2007,34187,1791
0.67,40062,6498,112641,4110
0.25,1965,165,4761,83
3.51,33166,4848,90900,4247
8.21,36593,2150,85112,1148
7.5,28067,4638,80351,2037
129.82,4640,775,87111,606
10.96,27873,2844,71779,1388
4.09,43165,7378,123633,3638
23.66,12564,2245,42107,1272
58.55,37682,2958,112553,2117
34.0,13696,1405,44330,1131
10.53,31485,2807,78714,1223
24.74,15486,1643,45339,850
37.64,20006,2341,63264,1399
39.07,20902,2644,67234,833
32.95,6918,382,25201,274
61.39,41030,2391,118067,1529
61.23,38357,5687,129105,2161
25.95,38953,4534,107185,1714
16.86,9137,579,24629,484
30.78,4285,462,19418,328
51.15,37094,4500,114977,2397
0.17,24580,3572,67023,1796
144.84,7792,527,105374,258
6.06,20099,4004,60963,2773
19.06,6905,836,22150,340
61.68,3257,495,33208,441
7.65,34973,6513,103568,4638
19.43,38044,2083,90786,783
4.27,33861,4747,91897,1817
15.08,13805,1809,39582,1246
5.85,19580,1147,45602,607
13.56,33057,5089,94055,3541
14.03,31778,2641,79387,1937
149.6,26799,4161,165888,2591
157.85,27094,2828,167486,1283
3.66,29670,4910,84239,3096
38.84,19382,3707,69399,2050
1.59,12893,2308,37426,1925
0.92,26642,3260,69628,2425
3.34,45338,3798,109971,2549
100.99,20733,4123,112826,1335
84.84,39914,5944,148618,5314
6.47,15737,1721,40901,1101
5.29,19895,2431,52553,1107
8.25,28622,1980,68329,1296
21.74,9338,1174,29614,928
25.3,27249,2070,71210,1289
7.52,49857,5228,126884,4005
42.39,43986,5443,128988,2981
11.11,48279,9277,144795,6066
76.58,26634,3827,105911,2117
32.08,9356,989,32740,609
17.2,617,41,5005,16
46.81,12525,2030,51211,1338
51.1,21702,2604,74687,2310
10.3,14776,889,35648,674
12.45,21919,3255,62310,1601
82.45,10881,1115,64766,912
5.4,18756,2074,48509,1736
1.29,49065,8627,141338,3503
18.16,35176,2483,86635,824
48.47,25778,2605,81450,1676
44.31,4892,511,27085,299
75.6,12055,608,60014,443
22.86,45628,8067,137054,3838
3.16,8368,1466,24347,774
26.65,18793,2805,58490,1285
45.21,40776,7537,134434,3582
2.94,25701,2337,63338,714
5.69,26740,2221,65262,1346
0.37,4539,273,10454,159
27.02,48239,6695,136974,3438
65.34,13327,1658,61352,1034
33.32,43801,7514,134788,4020
120.59,29617,3618,143534,2024
1.95,29802,2398,71730,722
69.99,6489,1112,47815,377
50.47,28675,3392,92238,1324
11.32,44288,8564,133299,3514
108.95,45329,5900,177017,3370
10.19,20042,1353,48474,1116
66.03,24492,4351,97566,2365
63.8,17329,3149,75880,2129
42.52,25368,2963,79415,934
24.87,12340,665,34205,540
3.84,31100,1693,71040,622
22.78,1432,147,9034,69
13.24,11329,1783,33981,1408
47.14,45392,4523,129580,2075
42.58,6400,327,28327,148
72.44,17758,3148,82085,2083
0.45,40034,7819,119178,6583
49.68,25920,2642,82558,1131
83.64,437,26,39252,17
46.72,36162,3388,105230,2236
4.18,30006,5096,85920,3545
2.54,49588,6512,131938,5652
0.63,13545,1457,34400,582
29.73,1967,196,13017,135
29.8,28681,1930,75146,790
130.09,23398,2361,132785,1153
15.23,594,71,4513,37
12.1,4742,715,15163,572
29.38,36754,3282,97880,1090
52.39,8452,1560,43666,1154
82.83,2136,262,43274,222
48.76,14822,1641,54870,570
16.69,48424,6735,133931,5215
30.23,16286,1223,46996,445
58.2,42567,2808,121374,2464
20.24,21567,2199,58680,1735
7.33,26051,1458,60383,1045
5.58,2381,253,6686,159
0.0,30795,4641,84795,3956
38.0,42928,7375,134443,2739
3.53,1701,232,4894,86
8.39,44887,6899,125483,5474
10.61,44540,7793,129772,4593
24.66,1399,232,10079,187
15.22,14894,1459,40052,779
33.69,30248,4114,90842,2349
1.72,47616,4272,116704,2132
3.97,29813,4067,80356,3540
20.75,16126,1836,46157,1062
12.33,31197,3304,81078,2488
10.52,18530,1436,45946,1030
2.08,47885,6429,128065,2835
67.82,35749,5698,127913,4834
35.31,21958,2979,69302,1867
3.89,18682,1128,43387,917
2.02,3432,647,10242,517
110.51,33971,1726,134661,578
34.29,3277,598,19585,401
16.21,28270,4662,83113,3605
36.29,44534,2871,114355,2422
42.36,30703,2624,88310,1584
45.42,35045,3586,103324,2691
19.5,20985,3914,65844,3451
16.86,38909,7664,119598,6105
0.33,29828,1881,69070,1528
78.34,8827,966,57151,525
27.74,14632,1059,41863,375
6.81,39928,3664,99065,3222
75.62,25745,5075,109746,3641
73.93,45429,8979,167535,3615
135.8,24808,2997,143729,2650
62.16,16747,1297,64481,946
183.37,16056,2120,166863,750
8.42,39836,3908,100433,1572
55.4,18536,3509,75235,2874
51.95,37814,6531,127006,5696
7.88,15168,1461,38746,758
3.11,22309,1176,50772,644
116.5,13832,2762,104349,1483
10.53,22528,3435,63939,2752
61.41,4189,476,34821,272
0.12,30888,2880,76178,1512
0.64,27523,1394,62041,938
18.81,33225,2428,82670,1443
8.18,14099,717,32953,444
35.12,38373,5358,113942,2915
25.01,9042,1351,31093,778
2.42,15940,2630,45218,845
5.32,3350,261,8619,223
14.73,2358,151,8298,48
6.16,41970,6193,115669,4729
47.14,33451,4180,103984,2002
16.14,19922,3612,61145,1326
2.94,14601,1897,38939,1263
19.87,10868,1268,32504,918
2.86,25828,3182,67807,2157
